method,block,antenna_index,column_index,global_column_index,real,imag,abs,phase_rad
vanilla,Wr,6,7,9,0.016887462262364445,0.009564289931021562,0.019407782551013494,0.5153126707032606
vanilla,Wr,6,8,10,0.02131232391160278,-0.022083625762232335,0.030690416701625402,-0.803169882961045
vanilla,Wr,6,9,11,0.0015985257165545019,-0.013784023646098547,0.013876404157514654,-1.4553426038107447
vanilla,Wc,7,0,0,-0.04890105553494444,-0.046599525197098104,0.06754871561344969,-2.3802894737463833
vanilla,Wc,7,1,1,-0.07537867622222505,0.0674966794952435,0.10118175019191288,2.411305571145596
vanilla,Wr,7,0,2,0.08072603754077078,0.17856167986501592,0.19596164587298803,1.1462053072139788
vanilla,Wr,7,1,3,0.16436603671696656,-0.030633305842521205,0.167196272245779,-0.1842585007771567
vanilla,Wr,7,2,4,0.005991752213000582,-0.12658809252698422,0.1267298160031897,-1.523498958652638
vanilla,Wr,7,3,5,0.013321896314881192,0.016906124064940103,0.021524171350451378,0.9034201324265736
vanilla,Wr,7,4,6,-0.0001646559432215738,0.00526519736296338,0.005267771336209908,1.60205864939372
vanilla,Wr,7,5,7,-0.007895994834073362,-0.0006332997041337664,0.007921351080148457,-3.0615587938439393
vanilla,Wr,7,6,8,-0.010934409524703769,0.005431519928697095,0.012209124472695256,2.6805592797009132
vanilla,Wr,7,7,9,-0.03404232433859563,0.01441910215563328,0.03697012785139819,2.7409389622191362
vanilla,Wr,7,8,10,-0.009863232001566085,-0.011694985414728553,0.01529888980833024,-2.2714303258881983
vanilla,Wr,7,9,11,0.020156094799175663,0.008570510251372674,0.02190255244308846,0.40204586650371826
vanilla,Wc,8,0,0,-0.01788198438201164,-0.04081300318376299,0.044558574868552026,-1.983747423170238
vanilla,Wc,8,1,1,0.06188020998911683,0.07539577834115395,0.09753811449872103,0.883537319601286
vanilla,Wr,8,0,2,-0.13035337042910106,-0.1053865243400085,0.1676255371197767,-2.461709603147267
vanilla,Wr,8,1,3,0.16845855283575817,-0.04255342096339301,0.17375004362360796,-0.2474286321478619
vanilla,Wr,8,2,4,-0.14727092186591437,0.07549429984665496,0.16549354590609539,2.667898586116355
vanilla,Wr,8,3,5,-0.016739206817855193,0.00920618538114734,0.019103792664363295,2.6387667969463138
vanilla,Wr,8,4,6,-0.02179842447449324,0.0017998688654013457,0.021872604726068338,3.0592107706280673
vanilla,Wr,8,5,7,0.010195922192537997,0.025074108826423257,0.02706783631536894,1.1845862540816803
vanilla,Wr,8,6,8,0.01665761648132073,-0.0016624946237768616,0.016740372612724454,-0.09947446262272878
vanilla,Wr,8,7,9,0.016022531599029378,0.017998945534442236,0.02409737660397316,0.8434260696390008
vanilla,Wr,8,8,10,-0.0027947846543372027,-0.010166657861679418,0.010543801655027784,-1.8390668599482733
vanilla,Wr,8,9,11,-0.016336172050570842,0.00321529715134302,0.01664958417010126,2.947255954021299
vanilla,Wc,9,0,0,-0.08799962711653266,-0.05526155214033668,0.10391233573357851,-2.5808569839187765
vanilla,Wc,9,1,1,-0.031897690497622706,-0.04740171960361727,0.05713480270782498,-2.1631174955069787
vanilla,Wr,9,0,2,0.17579587912063319,-0.10515100806212435,0.20484366139150417,-0.5390526619233237
vanilla,Wr,9,1,3,0.0936886700592008,0.020044295160203066,0.0958088757158288,0.21076829583867546
vanilla,Wr,9,2,4,0.0786511256371734,0.1668101602717737,0.18442242036663892,1.1302068848674958
vanilla,Wr,9,3,5,0.0024932682787759727,0.006244246278182203,0.006723614972062484,1.1909017288939026
vanilla,Wr,9,4,6,-0.0058767565630284116,-0.003045435252608987,0.006618983575967768,-2.6634778676961806
vanilla,Wr,9,5,7,-0.0031902488614511905,0.005630052860734046,0.006471103693547973,2.08632994995118
vanilla,Wr,9,6,8,0.007738530811013619,0.02079326751943305,0.022186591294016227,1.2145132635484739
vanilla,Wr,9,7,9,0.0022690465212451146,0.005208358167029942,0.005681158940888915,1.1599356460137298
vanilla,Wr,9,8,10,-0.00134707301827135,-0.00892644778963432,0.009027517701872543,-1.720574245038426
vanilla,Wr,9,9,11,0.005336464739357076,-0.004534085686979476,0.007002555885623016,-0.7042863111911424
